status,id_action_or_relation,subject,action_or_relation,action_or_relation_english,action_or_relation_middle_english,action_or_relation_synonyms,actant1_valency,actant1,actant2_valency,actant2,action_or_relation_type,subtype1,subtype2,subtype3,subtype4,parent_id,parent_label,parent_label_english,components_id,components_label,components_label_english,quasisynonym_id,quasisynonym_label,quasisynonym__label_english,related_entity_id,related_entity_label,related_entity_label_english,tags,dissidence_or_compliance_level,tie_value_subject_actant1,tie_value_subject_actant2,reciprocal_relation_actant1_subject_id,reciprocal_relation_actant1_subject,reciprocal_relation_actant1_subject_english,reciprocal_relation_actant2_subject_id,reciprocal_relation_actant2_subject,reciprocal_relation_actant2_subject_english,rule_time,rule_duration,rule_frequency,rule_location_where,rule_location_from,rule_location_to,rule_dissidence_level,rule_compliance_level,text_example,note,recommendation
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
